4.947563483311146844e-12,1.044597586238927601e-02,2.076784461223669945e-10,2.421186659946324496e-02,1.401684480749429858e-08,4.025050879242091202e-11,1.106056966319593444e-07,1.944317124720092557e-12,2.413841707144038493e-11,8.040784086725593231e-06,9.244767422474109210e-13,1.611640221946661258e-04,5.560792128574802012e-03,2.451074325554503299e-07,1.459871170105008393e-09,6.656387364416513831e-12,6.227659232237834384e-18,1.889209030123081923e-06,1.432797892799172062e-15,7.932904150970626803e-12,9.853695378997317459e-04,3.770405794796745859e-06,9.174553874048875382e-05,1.567792364080857218e-11,2.060315944920474835e-12,4.170027083213776325e-09
4.947563483311146844e-12,1.044597586238927601e-02,2.076784461223669945e-10,2.421186659946324496e-02,1.401684480749429858e-08,4.025050879242091202e-11,1.106056966319593444e-07,1.944317124720092557e-12,2.413841707144038493e-11,8.040784086725593231e-06,9.244767422474109210e-13,1.611640221946661258e-04,5.560792128574802012e-03,2.451074325554503299e-07,1.459871170105008393e-09,6.656387364416513831e-12,6.227659232237834384e-18,1.889209030123081923e-06,1.432797892799172062e-15,7.932904150970626803e-12,9.853695378997317459e-04,3.770405794796745859e-06,9.174553874048875382e-05,1.567792364080857218e-11,2.060315944920474835e-12,4.170027083213776325e-09
4.947563483311146844e-12,1.044597586238927601e-02,2.076784461223669945e-10,2.421186659946324496e-02,1.401684480749429858e-08,4.025050879242091202e-11,1.106056966319593444e-07,1.944317124720092557e-12,2.413841707144038493e-11,8.040784086725593231e-06,9.244767422474109210e-13,1.611640221946661258e-04,5.560792128574802012e-03,2.451074325554503299e-07,1.459871170105008393e-09,6.656387364416513831e-12,6.227659232237834384e-18,1.889209030123081923e-06,1.432797892799172062e-15,7.932904150970626803e-12,9.853695378997317459e-04,3.770405794796745859e-06,9.174553874048875382e-05,1.567792364080857218e-11,2.060315944920474835e-12,4.170027083213776325e-09
4.947563483311146844e-12,1.044597586238927601e-02,2.076784461223669945e-10,2.421186659946324496e-02,1.401684480749429858e-08,4.025050879242091202e-11,1.106056966319593444e-07,1.944317124720092557e-12,2.413841707144038493e-11,8.040784086725593231e-06,9.244767422474109210e-13,1.611640221946661258e-04,5.560792128574802012e-03,2.451074325554503299e-07,1.459871170105008393e-09,6.656387364416513831e-12,6.227659232237834384e-18,1.889209030123081923e-06,1.432797892799172062e-15,7.932904150970626803e-12,9.853695378997317459e-04,3.770405794796745859e-06,9.174553874048875382e-05,1.567792364080857218e-11,2.060315944920474835e-12,4.170027083213776325e-09
4.947563517447869673e-12,1.044597584643005422e-02,2.076784440699622193e-10,2.421186641494926101e-02,1.401684482880712487e-08,4.025050919966028712e-11,1.106056970971791278e-07,1.944317143959325674e-12,2.413841724726884276e-11,8.040784153814722622e-06,9.244767505107245108e-13,1.611640210211024381e-04,5.560792119787126564e-03,2.451074354300622007e-07,1.459871156627042057e-09,6.656387421795181412e-12,6.227659169831231521e-18,1.889209047530127585e-06,1.432797908790516402e-15,7.932904245931901396e-12,9.853695278836053627e-04,3.770405792656446491e-06,9.174553917742018290e-05,1.567792371842481607e-11,2.060315958296005131e-12,4.170027129317576157e-09
4.947563483311146844e-12,1.044597586238927601e-02,2.076784461223669945e-10,2.421186659946324496e-02,1.401684480749429858e-08,4.025050879242091202e-11,1.106056966319593444e-07,1.944317124720092557e-12,2.413841707144038493e-11,8.040784086725593231e-06,9.244767422474109210e-13,1.611640221946661258e-04,5.560792128574802012e-03,2.451074325554503299e-07,1.459871170105008393e-09,6.656387364416513831e-12,6.227659232237834384e-18,1.889209030123081923e-06,1.432797892799172062e-15,7.932904150970626803e-12,9.853695378997317459e-04,3.770405794796745859e-06,9.174553874048875382e-05,1.567792364080857218e-11,2.060315944920474835e-12,4.170027083213776325e-09
4.947563483311146844e-12,1.044597586238927601e-02,2.076784461223669945e-10,2.421186659946324496e-02,1.401684480749429858e-08,4.025050879242091202e-11,1.106056966319593444e-07,1.944317124720092557e-12,2.413841707144038493e-11,8.040784086725593231e-06,9.244767422474109210e-13,1.611640221946661258e-04,5.560792128574802012e-03,2.451074325554503299e-07,1.459871170105008393e-09,6.656387364416513831e-12,6.227659232237834384e-18,1.889209030123081923e-06,1.432797892799172062e-15,7.932904150970626803e-12,9.853695378997317459e-04,3.770405794796745859e-06,9.174553874048875382e-05,1.567792364080857218e-11,2.060315944920474835e-12,4.170027083213776325e-09
1.704962007709711557e-09,3.204611924747024976e-07,1.653503038566552171e-12,5.402133597272187685e-14,2.979025317915246980e-08,1.661644366257367438e-09,1.549587926648764254e-08,1.893579372049877161e-15,2.031137479189254128e-14,3.604452538947873452e-09,1.095171698953130798e-11,1.382132129327747071e-13,5.403020165178880620e-07,1.508404565515581107e-10,1.057862956355881006e-14,4.373079871709122897e-08,9.905689040491018202e-22,8.565432746238262499e-07,1.098658332346095642e-19,6.297717745319119676e-14,5.837880241350544783e-20,4.518468767769044702e-14,9.998779673724714767e-01,1.727112409820273327e-10,4.063420959593790122e-17,5.071746511107653110e-14
4.947563483311146844e-12,1.044597586238927601e-02,2.076784461223669945e-10,2.421186659946324496e-02,1.401684480749429858e-08,4.025050879242091202e-11,1.106056966319593444e-07,1.944317124720092557e-12,2.413841707144038493e-11,8.040784086725593231e-06,9.244767422474109210e-13,1.611640221946661258e-04,5.560792128574802012e-03,2.451074325554503299e-07,1.459871170105008393e-09,6.656387364416513831e-12,6.227659232237834384e-18,1.889209030123081923e-06,1.432797892799172062e-15,7.932904150970626803e-12,9.853695378997317459e-04,3.770405794796745859e-06,9.174553874048875382e-05,1.567792364080857218e-11,2.060315944920474835e-12,4.170027083213776325e-09
4.947563483311146844e-12,1.044597586238927601e-02,2.076784461223669945e-10,2.421186659946324496e-02,1.401684480749429858e-08,4.025050879242091202e-11,1.106056966319593444e-07,1.944317124720092557e-12,2.413841707144038493e-11,8.040784086725593231e-06,9.244767422474109210e-13,1.611640221946661258e-04,5.560792128574802012e-03,2.451074325554503299e-07,1.459871170105008393e-09,6.656387364416513831e-12,6.227659232237834384e-18,1.889209030123081923e-06,1.432797892799172062e-15,7.932904150970626803e-12,9.853695378997317459e-04,3.770405794796745859e-06,9.174553874048875382e-05,1.567792364080857218e-11,2.060315944920474835e-12,4.170027083213776325e-09
4.947563483311146844e-12,1.044597586238927601e-02,2.076784461223669945e-10,2.421186659946324496e-02,1.401684480749429858e-08,4.025050879242091202e-11,1.106056966319593444e-07,1.944317124720092557e-12,2.413841707144038493e-11,8.040784086725593231e-06,9.244767422474109210e-13,1.611640221946661258e-04,5.560792128574802012e-03,2.451074325554503299e-07,1.459871170105008393e-09,6.656387364416513831e-12,6.227659232237834384e-18,1.889209030123081923e-06,1.432797892799172062e-15,7.932904150970626803e-12,9.853695378997317459e-04,3.770405794796745859e-06,9.174553874048875382e-05,1.567792364080857218e-11,2.060315944920474835e-12,4.170027083213776325e-09
4.947563483311146844e-12,1.044597586238927601e-02,2.076784461223669945e-10,2.421186659946324496e-02,1.401684480749429858e-08,4.025050879242091202e-11,1.106056966319593444e-07,1.944317124720092557e-12,2.413841707144038493e-11,8.040784086725593231e-06,9.244767422474109210e-13,1.611640221946661258e-04,5.560792128574802012e-03,2.451074325554503299e-07,1.459871170105008393e-09,6.656387364416513831e-12,6.227659232237834384e-18,1.889209030123081923e-06,1.432797892799172062e-15,7.932904150970626803e-12,9.853695378997317459e-04,3.770405794796745859e-06,9.174553874048875382e-05,1.567792364080857218e-11,2.060315944920474835e-12,4.170027083213776325e-09
4.947563483310936010e-12,1.044597586236353445e-02,2.076784461219862846e-10,2.421186659935824215e-02,1.401684480746531748e-08,4.025050879232796407e-11,1.106056966314166742e-07,1.944317124711610321e-12,2.413841707136740562e-11,8.040784086641179621e-06,9.244767422417880719e-13,1.611640221933583069e-04,5.560792128542798966e-03,2.451074325514315821e-07,1.459871170101990011e-09,6.656387364410460226e-12,6.227659232203718461e-18,1.889209030116222439e-06,1.432797892791831909e-15,7.932904150955013769e-12,9.853695378970004238e-04,3.770405794789271217e-06,9.174553874227981516e-05,1.567792364078968920e-11,2.060315944918835014e-12,4.170027083206961184e-09
